income_district,district_code,year,state,median_household_income,income_moe,staar_district,tea_district_id,administration,tests_taken,approaches_count,approaches_pct,predicted_approaches_pct,residual,test_group,performance_category
New Caney ISD,32400,2020-2024,Texas,85629.0,4794.0,NEW CANEY ISD,170908,Spring 2026,7949,6341.0,79.77104038243804,82.88810232987525,-3.1170619474372074,EOC,About expected
Garland ISD,20340,2020-2024,Texas,82979.0,2461.0,GARLAND ISD,057909,Spring 2026,20839,16535.0,79.34641777436538,82.46465588106119,-3.118238106695813,EOC,About expected
Llano ISD,27810,2020-2024,Texas,71798.0,8756.0,LLANO ISD,150901,Spring 2026,683,529.0,77.45241581259151,80.67803144929131,-3.2256156366998,EOC,About expected
Sherman ISD,40080,2020-2024,Texas,59463.0,6751.0,SHERMAN ISD,091906,Spring 2026,2889,2180.0,75.45863620629976,78.70700807339637,-3.2483718670966084,EOC,About expected
Dayton ISD,16410,2020-2024,Texas,83472.0,6783.0,DAYTON ISD,146902,Spring 2026,2377,1883.0,79.2175010517459,82.54343289965188,-3.325931847905977,EOC,About expected
Denton ISD,16740,2020-2024,Texas,90602.0,2853.0,DENTON ISD,061901,Spring 2026,13198,10604.0,80.34550689498408,83.68274353363088,-3.3372366386468,EOC,About expected
Mercedes ISD,30250,2020-2024,Texas,37280.0,12050.0,MERCEDES ISD,108907,Spring 2026,1624,1166.0,71.79802955665025,75.16236181904065,-3.3643322623904055,EOC,About expected
Springtown ISD,41280,2020-2024,Texas,96729.0,10413.0,SPRINGTOWN ISD,184902,Spring 2026,1596,1297.0,81.265664160401,84.66178368151157,-3.3961195211105633,EOC,About expected
Ennis ISD,18540,2020-2024,Texas,77169.0,6319.0,ENNIS ISD,070903,Spring 2026,2528,1975.0,78.125,81.53626951592543,-3.411269515925426,EOC,About expected
Celina ISD,13290,2020-2024,Texas,156852.0,19956.0,CELINA ISD,043903,Spring 2026,2170,1969.0,90.73732718894009,94.26890475398274,-3.531577565042653,EOC,About expected
La Vega ISD,26280,2020-2024,Texas,53775.0,10721.0,LA VEGA ISD,161906,Spring 2026,1256,932.0,74.20382165605095,77.79811622401732,-3.5942945679663723,EOC,About expected
Liberty Hill ISD,27420,2020-2024,Texas,144551.0,8164.0,LIBERTY HILL ISD,246908,Spring 2026,3798,3369.0,88.70458135860979,92.30331427592164,-3.5987329173118496,EOC,About expected
Crane ISD,15540,2020-2024,Texas,62212.0,14766.0,CRANE ISD,052901,Spring 2026,664,501.0,75.45180722891565,79.14627384237367,-3.694466613458019,EOC,About expected
San Benito CISD,38790,2020-2024,Texas,45640.0,2560.0,SAN BENITO CISD,031912,Spring 2026,2440,1776.0,72.78688524590164,76.49821552171449,-3.7113302758128413,EOC,About expected
Floresville ISD,19350,2020-2024,Texas,89880.0,7094.0,FLORESVILLE ISD,247901,Spring 2026,1718,1371.0,79.80209545983702,83.56737435021813,-3.7652788903811114,EOC,About expected
Channelview ISD,13590,2020-2024,Texas,64681.0,7334.0,CHANNELVIEW ISD,101905,Spring 2026,3843,2912.0,75.77413479052824,79.54079809977819,-3.7666633092499495,EOC,About expected
Eagle Mountain-Saginaw ISD,17700,2020-2024,Texas,101650.0,5510.0,EAGLE MT-SAGINAW ISD,220918,Spring 2026,10338,8436.0,81.60185722576901,85.44811574740368,-3.8462585216346667,EOC,About expected
Brazosport ISD,11190,2020-2024,Texas,80703.0,5263.0,BRAZOSPORT ISD,020905,Spring 2026,4605,3603.0,78.24104234527687,82.10097130841936,-3.859928963142494,EOC,About expected
Coldspring-Oakhurst CISD,14520,2020-2024,Texas,58972.0,7426.0,COLDSPRING-OAKHURST CISD,204901,Spring 2026,552,412.0,74.63768115942028,78.62855063703118,-3.9908694776109,EOC,About expected
Lewisville ISD,27300,2020-2024,Texas,113996.0,2660.0,LEWISVILLE ISD,061902,Spring 2026,12564,10476.0,83.3810888252149,87.42089682553897,-4.039808000324072,EOC,About expected
Jacksonville ISD,24590,2020-2024,Texas,52895.0,4124.0,JACKSONVILLE ISD,037904,Spring 2026,1711,1259.0,73.58270017533606,77.65750004478849,-4.074799869452434,EOC,About expected
Waller ISD,44430,2020-2024,Texas,96013.0,12591.0,WALLER ISD,237904,Spring 2026,4363,3509.0,80.42631217052487,84.54737324477539,-4.12106107425052,EOC,About expected
Crosby ISD,15750,2020-2024,Texas,91958.0,15955.0,CROSBY ISD,101906,Spring 2026,2947,2350.0,79.74211062097048,83.89942028253347,-4.157309661562991,EOC,About expected
Gonzales ISD,21060,2020-2024,Texas,59081.0,6510.0,GONZALES ISD,089901,Spring 2026,1090,811.0,74.40366972477064,78.64596786832203,-4.242298143551395,EOC,About expected
Temple ISD,42330,2020-2024,Texas,58815.0,5225.0,TEMPLE ISD,014909,Spring 2026,3247,2414.0,74.3455497382199,78.60346343232786,-4.257913694107955,EOC,About expected
Eanes ISD,17760,2020-2024,Texas,195329.0,13185.0,EANES ISD,227909,Spring 2026,3447,3314.0,96.14157238178126,100.41718739965035,-4.275615017869086,EOC,About expected
Irving ISD,24420,2020-2024,Texas,71448.0,1756.0,IRVING ISD,057912,Spring 2026,11991,9138.0,76.20715536652489,80.6221045598253,-4.414949193300416,EOC,About expected
Silsbee ISD,40230,2020-2024,Texas,62311.0,7240.0,SILSBEE ISD,100904,Spring 2026,964,720.0,74.68879668049793,79.16209316253692,-4.4732964820389896,EOC,About expected
Taylor ISD,42280,2020-2024,Texas,75805.0,6069.0,TAYLOR ISD,246911,Spring 2026,1255,963.0,76.73306772908367,81.31831443812074,-4.585246709037065,EOC,About expected
Huffman ISD,23820,2020-2024,Texas,89756.0,14860.0,HUFFMAN ISD,101925,Spring 2026,1643,1297.0,78.94096165550822,83.5475602522359,-4.606598596727679,EOC,About expected
Mineral Wells ISD,30950,2020-2024,Texas,61827.0,6613.0,MINERAL WELLS ISD,182903,Spring 2026,1152,857.0,74.39236111111111,79.08475426396107,-4.692393152849959,EOC,About expected
Lago Vista ISD,26400,2020-2024,Texas,113058.0,14100.0,LAGO VISTA ISD,227912,Spring 2026,853,704.0,82.53223915592028,87.27101276177007,-4.7387736058497865,EOC,About expected
Tarkington ISD,42210,2020-2024,Texas,99144.0,8518.0,TARKINGTON ISD,146907,Spring 2026,717,575.0,80.19525801952581,85.04767921882704,-4.852421199301233,EOC,About expected
Texarkana ISD,42480,2020-2024,Texas,49240.0,6030.0,TEXARKANA ISD,019907,Spring 2026,3713,2681.0,72.20576353353084,77.07346352765059,-4.8676999941197465,EOC,About expected
Jasper ISD,24630,2020-2024,Texas,53795.0,5442.0,JASPER ISD,121904,Spring 2026,757,552.0,72.91941875825627,77.80131204627253,-4.881893288016258,EOC,About expected
Marble Falls ISD,29010,2020-2024,Texas,75649.0,6586.0,MARBLE FALLS ISD,027904,Spring 2026,1533,1170.0,76.32093933463796,81.29338702453018,-4.9724476898922205,EOC,About expected
Lytle ISD,28650,2020-2024,Texas,71696.0,19932.0,LYTLE ISD,007904,Spring 2026,740,560.0,75.67567567567568,80.66173275578979,-4.986057080114108,EOC,About expected
Georgetown ISD,20600,2020-2024,Texas,104990.0,4395.0,GEORGETOWN ISD,246904,Spring 2026,5894,4771.0,80.94672548354258,85.98181806402216,-5.035092580479585,EOC,Under expected
Nacogdoches ISD,32090,2020-2024,Texas,49824.0,5221.0,NACOGDOCHES ISD,174904,Spring 2026,2326,1677.0,72.09802235597593,77.16678153750244,-5.0687591815265165,EOC,Under expected
Austin ISD,8940,2020-2024,Texas,92946.0,1834.0,AUSTIN ISD,227901,Spring 2026,26521,20936.0,78.94121639455525,84.05729390194038,-5.116077507385128,EOC,Under expected
Texas City ISD,42510,2020-2024,Texas,62352.0,7643.0,TEXAS CITY ISD,084906,Spring 2026,3033,2246.0,74.05209363666337,79.16864459816009,-5.1165509614967135,EOC,Under expected
Community ISD,14850,2020-2024,Texas,111818.0,12450.0,COMMUNITY ISD,043918,Spring 2026,2083,1706.0,81.90110417666827,87.07287178194764,-5.171767605279371,EOC,Under expected
Grand Prairie ISD,21420,2020-2024,Texas,75791.0,2581.0,GRAND PRAIRIE ISD,057910,Spring 2026,12067,9184.0,76.10839479572388,81.3160773625421,-5.207682566818221,EOC,Under expected
Aubrey ISD,8910,2020-2024,Texas,115470.0,8455.0,AUBREY ISD,061907,Spring 2026,1753,1445.0,82.43011979463776,87.65642892574726,-5.2263091311095025,EOC,Under expected
Chapel Hill ISD (Smith County),13650,2020-2024,Texas,72968.0,8386.0,CHAPEL HILL ISD,212909,Spring 2026,1295,979.0,75.59845559845559,80.86498705122054,-5.266531452764951,EOC,Under expected
Santa Fe ISD,39270,2020-2024,Texas,96117.0,13564.0,SANTA FE ISD,084909,Spring 2026,1764,1397.0,79.19501133786848,84.56399152050244,-5.368980182633962,EOC,Under expected
Princeton ISD,35850,2020-2024,Texas,100333.0,5182.0,PRINCETON ISD,043911,Spring 2026,4329,3456.0,79.83367983367984,85.23767085189871,-5.403991018218875,EOC,Under expected
Kennedale ISD,25500,2020-2024,Texas,103655.0,7869.0,KENNEDALE ISD,220914,Spring 2026,1206,968.0,80.2653399668325,85.76849692848752,-5.503156961655023,EOC,Under expected
Red Oak ISD,36660,2020-2024,Texas,104420.0,8986.0,RED OAK ISD,070911,Spring 2026,2806,2253.0,80.29223093371347,85.89073712974894,-5.598506196035473,EOC,Under expected
DeSoto ISD,16860,2020-2024,Texas,83272.0,7669.0,DESOTO ISD,057906,Spring 2026,2671,2054.0,76.90003743916137,82.51147467709987,-5.611437237938503,EOC,Under expected
Pearsall ISD,34470,2020-2024,Texas,63545.0,11761.0,PEARSALL ISD,082903,Spring 2026,758,559.0,73.7467018469657,79.3592753956828,-5.612573548717094,EOC,Under expected
Pflugerville ISD,34830,2020-2024,Texas,101238.0,4039.0,PFLUGERVILLE ISD,227904,Spring 2026,10613,8461.0,79.72298124941109,85.38228180894654,-5.659300559535453,EOC,Under expected
Victoria ISD,44150,2020-2024,Texas,71147.0,2718.0,VICTORIA ISD,235902,Spring 2026,5231,3918.0,74.89963678073026,80.57400743488454,-5.6743706541542736,EOC,Under expected
West Orange-Cove CISD,45090,2020-2024,Texas,51471.0,10822.0,WEST ORANGE-COVE CISD,181906,Spring 2026,920,660.0,71.73913043478261,77.42995750021822,-5.690827065435613,EOC,Under expected
Southwest ISD,40950,2020-2024,Texas,69907.0,4627.0,SOUTHWEST ISD,015912,Spring 2026,6358,4748.0,74.67757156338472,80.3758664550621,-5.698294891677378,EOC,Under expected
Crandall ISD,15510,2020-2024,Texas,93644.0,6658.0,CRANDALL ISD,129901,Spring 2026,3052,2394.0,78.44036697247707,84.16882809864688,-5.728461126169819,EOC,Under expected
Anna ISD,8340,2020-2024,Texas,104989.0,13987.0,ANNA ISD,043902,Spring 2026,2505,2010.0,80.23952095808383,85.9816582729094,-5.74213731482557,EOC,Under expected
Beaumont ISD,9670,2020-2024,Texas,57493.0,2819.0,BEAUMONT ISD,123910,Spring 2026,6248,4537.0,72.61523687580026,78.3922195812591,-5.776982705458835,EOC,Under expected
Sweetwater ISD,42030,2020-2024,Texas,49167.0,3771.0,SWEETWATER ISD,177902,Spring 2026,658,469.0,71.27659574468085,77.06179877641911,-5.785203031738263,EOC,Under expected
Fabens ISD,18900,2020-2024,Texas,43367.0,16273.0,FABENS ISD,071903,Spring 2026,822,578.0,70.31630170316302,76.13501032241095,-5.8187086192479285,EOC,Under expected
Harlandale ISD,22470,2020-2024,Texas,51927.0,3821.0,HARLANDALE ISD,015904,Spring 2026,4725,3385.0,71.64021164021163,77.50282224763679,-5.862610607425154,EOC,Under expected
Natalia ISD,32130,2020-2024,Texas,75798.0,10893.0,NATALIA ISD,163903,Spring 2026,516,389.0,75.3875968992248,81.31719590033143,-5.929599001106624,EOC,Under expected
Duncanville ISD,17640,2020-2024,Texas,72230.0,3318.0,DUNCANVILLE ISD,057907,Spring 2026,5544,4139.0,74.65728715728716,80.74706121000364,-6.0897740527164785,EOC,Under expected
Corsicana ISD,15330,2020-2024,Texas,58698.0,4081.0,CORSICANA ISD,175903,Spring 2026,2403,1740.0,72.40948813982521,78.58476787213493,-6.175279732309718,EOC,Under expected
Venus ISD,44010,2020-2024,Texas,89917.0,15335.0,VENUS ISD,126908,Spring 2026,912,705.0,77.30263157894737,83.57328662139025,-6.270655042442883,EOC,Under expected
San Angelo ISD,38700,2020-2024,Texas,66218.0,2710.0,SAN ANGELO ISD,226903,Spring 2026,5076,3731.0,73.50275807722616,79.78639704009035,-6.283638962864188,EOC,Under expected
White Settlement ISD,45540,2020-2024,Texas,75263.0,4798.0,WHITE SETTLEMENT ISD,220920,Spring 2026,3077,2305.0,74.91062723431914,81.23170765500481,-6.321080420685675,EOC,Under expected
Ector County ISD,18000,2020-2024,Texas,71536.0,3707.0,ECTOR COUNTY ISD,068901,Spring 2026,12149,9019.0,74.23656268005597,80.63616617774818,-6.399603497692212,EOC,Under expected
Port Arthur ISD,35400,2020-2024,Texas,42827.0,3754.0,PORT ARTHUR ISD,123907,Spring 2026,2881,2006.0,69.6286011801458,76.04872312152054,-6.420121941374745,EOC,Under expected
Hitchcock ISD,23310,2020-2024,Texas,84818.0,6940.0,HITCHCOCK ISD,084908,Spring 2026,659,503.0,76.32776934749621,82.75851173742687,-6.430742389930657,EOC,Under expected
San Antonio ISD,38730,2020-2024,Texas,46710.0,1609.0,SAN ANTONIO ISD,015907,Spring 2026,16604,11659.0,70.21801975427607,76.66919201236772,-6.4511722580916455,EOC,Under expected
Pecos-Barstow-Toyah ISD,34550,2020-2024,Texas,65023.0,11661.0,PECOS-BARSTOW-TOYAH ISD,195901,Spring 2026,1123,821.0,73.10774710596615,79.59544666034212,-6.487699554375965,EOC,Under expected
San Elizario ISD,38850,2020-2024,Texas,47537.0,7821.0,SAN ELIZARIO ISD,071904,Spring 2026,1301,914.0,70.25365103766333,76.80133926262026,-6.547688224956929,EOC,Under expected
Lufkin ISD,28550,2020-2024,Texas,58102.0,4382.0,LUFKIN ISD,003903,Spring 2026,2802,2014.0,71.87723054960742,78.48953236892996,-6.612301819322539,EOC,Under expected
Dalhart ISD,16200,2020-2024,Texas,71756.0,7308.0,DALHART ISD,056901,Spring 2026,717,530.0,73.91910739191074,80.67132022255538,-6.752212830644638,EOC,Under expected
Arlington ISD,8700,2020-2024,Texas,71274.0,1472.0,ARLINGTON ISD,220901,Spring 2026,22208,16387.0,73.78872478386167,80.59430090620505,-6.805576122343382,EOC,Under expected
Greenwood ISD,21750,2020-2024,Texas,128864.0,20722.0,GREENWOOD ISD,165902,Spring 2026,1466,1216.0,82.94679399727148,89.79667109005507,-6.849877092783586,EOC,Under expected
Jarrell ISD,24600,2020-2024,Texas,94385.0,4031.0,JARRELL ISD,246907,Spring 2026,1653,1280.0,77.43496672716273,84.28723331320207,-6.852266586039335,EOC,Under expected
Donna ISD,17390,2020-2024,Texas,43627.0,4301.0,DONNA ISD,108902,Spring 2026,5213,3609.0,69.23076923076923,76.17655601172855,-6.945786780959324,EOC,Under expected
Hidalgo ISD,23100,2020-2024,Texas,41094.0,17159.0,HIDALGO ISD,108905,Spring 2026,1318,907.0,68.81638846737481,75.7718051231074,-6.955416655732591,EOC,Under expected
Greenville ISD,21720,2020-2024,Texas,66514.0,3730.0,GREENVILLE ISD,116905,Spring 2026,2278,1660.0,72.87093942054433,79.83369520946732,-6.9627557889229905,EOC,Under expected
Wills Point ISD,45950,2020-2024,Texas,76975.0,7051.0,WILLS POINT ISD,234907,Spring 2026,1100,819.0,74.45454545454545,81.50527004004998,-7.0507245855045255,EOC,Under expected
Crowley ISD,15910,2020-2024,Texas,86560.0,3532.0,CROWLEY ISD,220912,Spring 2026,7538,5717.0,75.84239851419474,83.03686785585484,-7.1944693416600956,EOC,Under expected
Spring ISD,41220,2020-2024,Texas,70683.0,3618.0,SPRING ISD,101919,Spring 2026,12458,9127.0,73.26216086049125,80.49986435856388,-7.237703498072634,EOC,Under expected
Bryan ISD,11790,2020-2024,Texas,61113.0,1838.0,BRYAN ISD,021902,Spring 2026,6201,4448.0,71.73036606998872,78.97066340945041,-7.240297339461691,EOC,Under expected
Royse City ISD,38220,2020-2024,Texas,120719.0,5850.0,ROYSE CITY ISD,199902,Spring 2026,4173,3388.0,81.18859333812605,88.49517247662465,-7.306579138498591,EOC,Under expected
Terrell ISD,42450,2020-2024,Texas,70843.0,5279.0,TERRELL ISD,129906,Spring 2026,2073,1517.0,73.17896767969127,80.52543093660549,-7.34646325691422,EOC,Under expected
Denver City ISD,16770,2020-2024,Texas,90757.0,16248.0,DENVER CITY ISD,251901,Spring 2026,644,491.0,76.24223602484473,83.70751115610868,-7.465275131263951,EOC,Under expected
Lake Worth ISD,26490,2020-2024,Texas,51120.0,7541.0,LAKE WORTH ISD,220910,Spring 2026,1192,833.0,69.88255033557047,77.37387081963945,-7.491320484068979,EOC,Under expected
Snyder ISD,40650,2020-2024,Texas,59145.0,6507.0,SNYDER ISD,208902,Spring 2026,1042,741.0,71.11324376199616,78.65619449953867,-7.542950737542512,EOC,Under expected
Hutto ISD,24100,2020-2024,Texas,123195.0,8904.0,HUTTO ISD,246906,Spring 2026,4417,3592.0,81.32216436495358,88.89081527181847,-7.568650906864889,EOC,Under expected
Kemp ISD,25320,2020-2024,Texas,71744.0,6345.0,KEMP ISD,129904,Spring 2026,738,539.0,73.03523035230353,80.66940272920226,-7.634172376898732,EOC,Under expected
Splendora ISD,41070,2020-2024,Texas,79428.0,6941.0,SPLENDORA ISD,170907,Spring 2026,2512,1865.0,74.24363057324841,81.89723763965033,-7.653607066401918,EOC,Under expected
Alief ISD,7830,2020-2024,Texas,51986.0,1770.0,ALIEF ISD,101903,Spring 2026,15198,10615.0,69.84471641005395,77.51224992328963,-7.667533513235682,EOC,Under expected
Forney ISD,19560,2020-2024,Texas,104853.0,5897.0,FORNEY ISD,129902,Spring 2026,8158,6378.0,78.18092669772003,85.95992668157405,-7.778999983854021,EOC,Under expected
Marshall ISD,29160,2020-2024,Texas,57965.0,4396.0,MARSHALL ISD,102902,Spring 2026,1732,1224.0,70.66974595842956,78.46764098648184,-7.797895028052281,EOC,Under expected
Athens ISD,8870,2020-2024,Texas,72118.0,5795.0,ATHENS ISD,107901,Spring 2026,1267,923.0,72.8492501973165,80.72916460537452,-7.879914408058028,EOC,Under expected
Vernon ISD,44110,2020-2024,Texas,53486.0,7734.0,VERNON ISD,244903,Spring 2026,723,505.0,69.84785615491009,77.75193659242967,-7.904080437519582,EOC,Under expected
Pilot Point ISD,34920,2020-2024,Texas,97854.0,24379.0,PILOT POINT ISD,061903,Spring 2026,751,576.0,76.69773635153129,84.8415486833666,-8.143812331835306,EOC,Under expected
Judson ISD,24990,2020-2024,Texas,76852.0,3281.0,JUDSON ISD,015916,Spring 2026,8693,6372.0,73.30035660876567,81.4856157331805,-8.185259124414827,EOC,Under expected
Krum ISD,25980,2020-2024,Texas,123044.0,6845.0,KRUM ISD,061905,Spring 2026,1085,875.0,80.64516129032258,88.86668681379172,-8.22152552346914,EOC,Under expected
Bonham ISD,10800,2020-2024,Texas,68559.0,8485.0,BONHAM ISD,074903,Spring 2026,759,544.0,71.67325428194994,80.16046803506158,-8.487213753111646,EOC,Under expected
Westwood ISD,43290,2020-2024,Texas,52647.0,11427.0,WESTWOOD ISD,001908,Spring 2026,541,373.0,68.94639556377079,77.61787184882401,-8.671476285053217,EOC,Under expected
Wharton ISD,45380,2020-2024,Texas,58232.0,6326.0,WHARTON ISD,241904,Spring 2026,654,456.0,69.72477064220183,78.51030521358877,-8.785534571386933,EOC,Under expected
Shepherd ISD,40020,2020-2024,Texas,82604.0,17570.0,SHEPHERD ISD,204904,Spring 2026,818,602.0,73.59413202933986,82.40473421377618,-8.81060218443632,EOC,Under expected
Seguin ISD,39690,2020-2024,Texas,66354.0,3820.0,SEGUIN ISD,094901,Spring 2026,2675,1896.0,70.8785046728972,79.80812863142572,-8.929623958528524,EOC,Under expected
Fort Worth ISD,19700,2020-2024,Texas,65742.0,1341.0,FORT WORTH ISD,220905,Spring 2026,29855,21120.0,70.7419192765031,79.71033647041658,-8.968417193913481,EOC,Under expected
East Central ISD,17850,2020-2024,Texas,80803.0,6282.0,EAST CENTRAL ISD,015911,Spring 2026,5280,3841.0,72.74621212121211,82.11695041969536,-9.370738298483246,EOC,Under expected
Kermit ISD,25560,2020-2024,Texas,80851.0,21002.0,KERMIT ISD,248901,Spring 2026,511,371.0,72.6027397260274,82.12462039310785,-9.521880667080453,EOC,Under expected
Carrollton-Farmers Branch ISD,13050,2020-2024,Texas,87139.0,2698.0,CARROLLTON-FARMERS BRANCH ISD,057903,Spring 2026,9073,6671.0,73.52584591645541,83.1293869101429,-9.603540993687488,EOC,Under expected
Rice CISD,36970,2020-2024,Texas,65000.0,7517.0,RICE CISD,045903,Spring 2026,615,429.0,69.7560975609756,79.59177146474863,-9.835673903773028,EOC,Under expected
Lockhart ISD,27870,2020-2024,Texas,76224.0,5952.0,LOCKHART ISD,028902,Spring 2026,2902,2072.0,71.39903514817367,81.3852669143672,-9.986231766193526,EOC,Under expected
Edcouch-Elsa ISD,18060,2020-2024,Texas,38770.0,8070.0,EDCOUCH-ELSA ISD,108903,Spring 2026,1759,1147.0,65.20750426378625,75.40045057705309,-10.192946313266845,EOC,Under expected
Uvalde CISD,43720,2020-2024,Texas,52995.0,6582.0,UVALDE CISD,232903,Spring 2026,1622,1094.0,67.44759556103575,77.6734791560645,-10.225883595028748,EOC,Under expected
Columbia-Brazoria ISD,14670,2020-2024,Texas,74550.0,7909.0,COLUMBIA-BRAZORIA ISD,020907,Spring 2026,1236,873.0,70.63106796116504,81.11777659160691,-10.486708630441868,EOC,Under expected
Waco ISD,44280,2020-2024,Texas,45436.0,2632.0,WACO ISD,161914,Spring 2026,5004,3288.0,65.70743405275779,76.46561813471145,-10.758184081953658,EOC,Under expected
Edgewood ISD (Bexar County),18150,2020-2024,Texas,42055.0,1987.0,EDGEWOOD ISD,015905,Spring 2026,2901,1873.0,64.56394346776973,75.9253643824698,-11.361420914700062,EOC,Under expected
Bastrop ISD,9570,2020-2024,Texas,87946.0,6824.0,BASTROP ISD,011901,Spring 2026,5929,4251.0,71.69843143869117,83.25833833814025,-11.559906899449075,EOC,Under expected
Cedar Hill ISD,13230,2020-2024,Texas,99737.0,7236.0,CEDAR HILL ISD,057904,Spring 2026,2793,2051.0,73.43358395989975,85.14243534869374,-11.708851388793988,EOC,Under expected
Midland ISD,30570,2020-2024,Texas,90403.0,5785.0,MIDLAND ISD,165901,Spring 2026,11241,8087.0,71.94199804287875,83.65094510219163,-11.708947059312877,EOC,Under expected
Liberty-Eylau ISD,27390,2020-2024,Texas,45988.0,4905.0,LIBERTY-EYLAU ISD,019908,Spring 2026,910,584.0,64.17582417582418,76.55382282895498,-12.377998653130803,EOC,Under expected
Hempstead ISD,22920,2020-2024,Texas,61948.0,7337.0,HEMPSTEAD ISD,237902,Spring 2026,705,465.0,65.95744680851064,79.10408898860503,-13.14664218009439,EOC,Under expected
Everman ISD,18810,2020-2024,Texas,75317.0,5528.0,EVERMAN ISD,220904,Spring 2026,2140,1449.0,67.71028037383178,81.24033637509385,-13.530056001262068,EOC,Under expected
Little Elm ISD,27720,2020-2024,Texas,122225.0,8060.0,LITTLE ELM ISD,061914,Spring 2026,2009,1500.0,74.66401194624191,88.73581789244125,-14.071805946199333,EOC,Under expected
Kingsville ISD,25680,2020-2024,Texas,57710.0,9760.0,KINGSVILLE ISD,137901,Spring 2026,1062,683.0,64.31261770244822,78.42689425272803,-14.114276550279811,EOC,Under expected
Cleveland ISD,14370,2020-2024,Texas,57146.0,8091.0,CLEVELAND ISD,146901,Spring 2026,5500,3383.0,61.509090909090915,78.33677206513137,-16.827681156040455,EOC,Under expected
Elgin ISD,18360,2020-2024,Texas,90375.0,11216.0,ELGIN ISD,011902,Spring 2026,2606,1703.0,65.34919416730621,83.64647095103436,-18.29727678372815,EOC,Under expected
Royal ISD,38190,2020-2024,Texas,75076.0,9599.0,ROYAL ISD,237905,Spring 2026,1414,888.0,62.8005657708628,81.20182671691867,-18.401260946055878,EOC,Under expected
Del Valle ISD,16620,2020-2024,Texas,79700.0,6324.0,DEL VALLE ISD,227910,Spring 2026,5152,3181.0,61.743012422360245,81.94070082232105,-20.197688399960803,EOC,Under expected
Laredo ISD,26790,2020-2024,Texas,39329.0,2198.0,LAREDO ISD,240901,Spring 2026,2699,1483.0,54.94627639866617,75.48977380908596,-20.54349741041979,EOC,Under expected
Fort Stockton ISD,20190,2020-2024,Texas,79028.0,11019.0,FORT STOCKTON ISD,186902,Spring 2026,4926,2903.0,58.93219650832319,81.83332119454631,-22.901124686223127,EOC,Under expected
Hallsville ISD,22170,2020-2024,Texas,82924.0,11440.0,HALLSVILLE ISD,102904,Spring 2026,24110,14214.0,58.954790543343016,82.45586736985938,-23.50107682651636,EOC,Under expected
Manor ISD,28890,2020-2024,Texas,97415.0,7159.0,MANOR ISD,227907,Spring 2026,3568,1888.0,52.91479820627802,84.77140038486495,-31.856602178586925,EOC,Under expected
