income_district,district_code,year,state,median_household_income,income_moe,staar_district,tea_district_id,administration,tests_taken,approaches_count,approaches_pct,is_sa_area
River Road ISD,37260,2020-2024,Texas,74691.0,13055.0,RIVER ROAD ISD,188902,Spring 2026,1519.0,1075.0,70.77024358130349,False
Rivercrest ISD,42120,2020-2024,Texas,51667.0,5613.0,RIVERCREST ISD,194903,Spring 2026,906.0,689.0,76.0485651214128,False
Riviera ISD,37320,2020-2024,Texas,100969.0,12324.0,RIVIERA ISD,137903,Spring 2026,496.0,392.0,79.03225806451613,False
Robert Lee ISD,37380,2020-2024,Texas,34956.0,10442.0,ROBERT LEE ISD,041902,Spring 2026,319.0,224.0,70.21943573667711,False
Robinson ISD,37410,2020-2024,Texas,108023.0,14875.0,ROBINSON ISD,161922,Spring 2026,3309.0,2818.0,85.16168026594137,False
Robstown ISD,37440,2020-2024,Texas,41182.0,8362.0,ROBSTOWN ISD,178909,Spring 2026,3161.0,1784.0,56.437836127807664,False
Roby CISD,37470,2020-2024,Texas,68380.0,6230.0,ROBY CISD,076903,Spring 2026,405.0,341.0,84.19753086419753,False
Rochelle ISD,37500,2020-2024,Texas,47204.0,8537.0,ROCHELLE ISD,160904,Spring 2026,176.0,150.0,85.22727272727273,False
Rockdale ISD,37590,2020-2024,Texas,69555.0,12273.0,ROCKDALE ISD,166904,Spring 2026,1874.0,1326.0,70.75773745997866,False
Rockport-Fulton ISD,8550,2020-2024,Texas,75017.0,11582.0,ROCKPORT-FULTON ISD,004901,Spring 2026,3739.0,2475.0,66.19416956405456,False
Rocksprings ISD,3,2020-2024,Texas,38487.0,24116.0,ROCKSPRINGS ISD,069901,Spring 2026,257.0,176.0,68.48249027237354,False
Rockwall ISD,37650,2020-2024,Texas,128088.0,5657.0,ROCKWALL ISD,199901,Spring 2026,25401.0,21705.0,85.44939175623007,False
Rogers ISD,37710,2020-2024,Texas,82414.0,26415.0,ROGERS ISD,014907,Spring 2026,1122.0,871.0,77.62923351158645,False
Roma ISD,37740,2020-2024,Texas,27843.0,4811.0,ROMA ISD,214903,Spring 2026,7816.0,6463.0,82.68935516888433,False
Roosevelt ISD,37800,2020-2024,Texas,60250.0,11947.0,ROOSEVELT ISD,152908,Spring 2026,1482.0,1034.0,69.77058029689609,False
Ropes ISD,37830,2020-2024,Texas,101250.0,21571.0,ROPES ISD,110905,Spring 2026,786.0,667.0,84.86005089058524,False
Roscoe Collegiate ISD,37860,2020-2024,Texas,58304.0,15457.0,ROSCOE COLLEGIATE ISD,177901,Spring 2026,14191.0,5777.0,40.70890000704672,False
Rosebud-Lott ISD,37900,2020-2024,Texas,55136.0,3834.0,ROSEBUD-LOTT ISD,073905,Spring 2026,1017.0,796.0,78.26941986234021,False
Rotan ISD,38040,2020-2024,Texas,58867.0,8898.0,ROTAN ISD,076904,Spring 2026,366.0,237.0,64.75409836065575,False
Round Rock ISD,38080,2020-2024,Texas,108174.0,2738.0,ROUND ROCK ISD,246909,Spring 2026,59693.0,49775.0,83.38498651433166,False
Round Top-Carmine ISD,38100,2020-2024,Texas,87885.0,22325.0,ROUND TOP-CARMINE ISD,075908,Spring 2026,335.0,302.0,90.14925373134328,False
Royal ISD,38190,2020-2024,Texas,75076.0,9599.0,ROYAL ISD,237905,Spring 2026,4316.0,2512.0,58.20203892493049,False
Royse City ISD,38220,2020-2024,Texas,120719.0,5850.0,ROYSE CITY ISD,199902,Spring 2026,13878.0,9979.0,71.90517365614642,False
Rule ISD,38280,2020-2024,Texas,45568.0,11271.0,RULE ISD,104903,Spring 2026,185.0,134.0,72.43243243243244,False
Runge ISD,38310,2020-2024,Texas,,,RUNGE ISD,128903,Spring 2026,194.0,123.0,63.4020618556701,False
Rusk ISD,38360,2020-2024,Texas,67303.0,9957.0,RUSK ISD,037907,Spring 2026,2595.0,2034.0,78.38150289017342,False
S and S CISD,38400,2020-2024,Texas,80453.0,14477.0,S AND S CISD,091914,Spring 2026,1236.0,853.0,69.01294498381877,False
Sabinal ISD,38430,2020-2024,Texas,35208.0,11580.0,SABINAL ISD,232902,Spring 2026,652.0,438.0,67.17791411042946,False
Sabine ISD,38460,2020-2024,Texas,71563.0,13924.0,SABINE ISD,092906,Spring 2026,2069.0,1484.0,71.72547124214597,False
Sabine Pass ISD,38490,2020-2024,Texas,75089.0,31699.0,SABINE PASS ISD,123913,Spring 2026,505.0,449.0,88.91089108910892,False
Saint Jo ISD,38520,2020-2024,Texas,75536.0,9802.0,SAINT JO ISD,169911,Spring 2026,362.0,279.0,77.07182320441989,False
Salado ISD,38580,2020-2024,Texas,114190.0,18097.0,SALADO ISD,014908,Spring 2026,3541.0,2878.0,81.27647557187235,False
Saltillo ISD,38610,2020-2024,Texas,54508.0,5588.0,SALTILLO ISD,112909,Spring 2026,308.0,281.0,91.23376623376625,False
Sam Rayburn ISD,38640,2020-2024,Texas,77132.0,19970.0,SAM RAYBURN ISD,074917,Spring 2026,623.0,528.0,84.75120385232745,False
San Angelo ISD,38700,2020-2024,Texas,66218.0,2710.0,SAN ANGELO ISD,226903,Spring 2026,16783.0,11376.0,67.78287552880892,False
San Antonio ISD,38730,2020-2024,Texas,46710.0,1609.0,SAN ANTONIO ISD,015907,Spring 2026,51466.0,30956.0,60.148447518750245,True
San Augustine ISD,38760,2020-2024,Texas,41638.0,10922.0,SAN AUGUSTINE ISD,203901,Spring 2026,742.0,418.0,56.334231805929925,False
San Benito CISD,38790,2020-2024,Texas,45640.0,2560.0,SAN BENITO CISD,031912,Spring 2026,9827.0,6705.0,68.23038567212781,False
San Diego ISD,38820,2020-2024,Texas,46771.0,13870.0,SAN DIEGO ISD,066902,Spring 2026,1825.0,1369.0,75.01369863013699,False
San Elizario ISD,38850,2020-2024,Texas,47537.0,7821.0,SAN ELIZARIO ISD,071904,Spring 2026,3812.0,2457.0,64.45435466946485,False
San Felipe-Del Rio CISD,38900,2020-2024,Texas,66104.0,5302.0,SAN FELIPE-DEL RIO CISD,233901,Spring 2026,12501.0,8499.0,67.986561075114,False
San Isidro ISD,38910,2020-2024,Texas,36964.0,26550.0,SAN ISIDRO ISD,214902,Spring 2026,197.0,136.0,69.03553299492386,False
San Marcos CISD,38970,2020-2024,Texas,51780.0,2288.0,SAN MARCOS CISD,105902,Spring 2026,10434.0,7025.0,67.32796626413648,False
San Perlita ISD,39000,2020-2024,Texas,73047.0,42531.0,SAN PERLITA ISD,245904,Spring 2026,210.0,165.0,78.57142857142857,False
San Saba ISD,39030,2020-2024,Texas,52938.0,8317.0,SAN SABA ISD,206901,Spring 2026,877.0,648.0,73.88825541619156,False
San Vicente ISD,39060,2020-2024,Texas,49575.0,3130.0,SAN VICENTE ISD,022903,Spring 2026,14.0,0.0,0.0,False
Sands CISD,39120,2020-2024,Texas,72188.0,17279.0,SANDS CISD,058909,Spring 2026,304.0,256.0,84.21052631578947,False
Sanford-Fritch ISD,39150,2020-2024,Texas,79808.0,15282.0,SANFORD-FRITCH ISD,117903,Spring 2026,972.0,725.0,74.58847736625515,False
Sanger ISD,39180,2020-2024,Texas,99490.0,12636.0,SANGER ISD,061908,Spring 2026,3942.0,3043.0,77.19431760527651,False
Santa Anna ISD,39210,2020-2024,Texas,48796.0,8091.0,SANTA ANNA ISD,042903,Spring 2026,321.0,198.0,61.6822429906542,False
Santa Fe ISD,39270,2020-2024,Texas,96117.0,13564.0,SANTA FE ISD,084909,Spring 2026,5750.0,4391.0,76.36521739130436,False
Santa Gertrudis ISD,39300,2020-2024,Texas,53333.0,33960.0,SANTA GERTRUDIS ISD,137904,Spring 2026,806.0,741.0,91.93548387096774,False
Santa Maria ISD,39330,2020-2024,Texas,34773.0,9608.0,SANTA MARIA ISD,031913,Spring 2026,677.0,486.0,71.78729689807977,False
Santa Rosa ISD,39360,2020-2024,Texas,48306.0,10391.0,SANTA ROSA ISD,031914,Spring 2026,1087.0,798.0,73.41306347746091,False
Santo ISD,39390,2020-2024,Texas,99825.0,7205.0,SANTO ISD,182904,Spring 2026,787.0,693.0,88.0559085133418,False
Savoy ISD,39450,2020-2024,Texas,73980.0,5099.0,SAVOY ISD,074911,Spring 2026,396.0,304.0,76.76767676767676,False
Schertz-Cibolo-Universal City ISD,39480,2020-2024,Texas,105726.0,3973.0,SCHERTZ-CIBOLO-U CITY ISD,094902,Spring 2026,20696.0,15916.0,76.90374951681484,True
Schleicher ISD,39510,2020-2024,Texas,86694.0,15077.0,SCHLEICHER ISD,207901,Spring 2026,493.0,395.0,80.12170385395537,False
Schulenburg ISD,39540,2020-2024,Texas,68669.0,11689.0,SCHULENBURG ISD,075903,Spring 2026,825.0,557.0,67.51515151515152,False
Scurry-Rosser ISD,39570,2020-2024,Texas,100465.0,17816.0,SCURRY-ROSSER ISD,129910,Spring 2026,1414.0,1157.0,81.82461103253182,False
Seagraves ISD,39600,2020-2024,Texas,51354.0,13328.0,SEAGRAVES ISD,083901,Spring 2026,713.0,440.0,61.711079943899016,False
Sealy ISD,39630,2020-2024,Texas,70417.0,7909.0,SEALY ISD,008902,Spring 2026,4025.0,2810.0,69.8136645962733,False
Seguin ISD,39690,2020-2024,Texas,66354.0,3820.0,SEGUIN ISD,094901,Spring 2026,9262.0,5818.0,62.8158065212697,False
Seminole ISD,39750,2020-2024,Texas,78443.0,9157.0,SEMINOLE ISD,083903,Spring 2026,4007.0,2814.0,70.22710257050161,False
Seymour ISD,39780,2020-2024,Texas,45926.0,9489.0,SEYMOUR ISD,012901,Spring 2026,799.0,691.0,86.4831038798498,False
Shallowater ISD,39870,2020-2024,Texas,87250.0,19402.0,SHALLOWATER ISD,152909,Spring 2026,2265.0,1940.0,85.65121412803532,False
Shamrock ISD,39900,2020-2024,Texas,47132.0,14369.0,SHAMROCK ISD,242902,Spring 2026,451.0,281.0,62.3059866962306,False
Sharyland ISD,39930,2020-2024,Texas,72238.0,6831.0,SHARYLAND ISD,108911,Spring 2026,11546.0,8867.0,76.79715918932963,False
Shelbyville ISD,39960,2020-2024,Texas,66135.0,23320.0,SHELBYVILLE ISD,210903,Spring 2026,1078.0,913.0,84.6938775510204,False
Sheldon ISD,39990,2020-2024,Texas,61538.0,5730.0,SHELDON ISD,101924,Spring 2026,14170.0,9659.0,68.1651376146789,False
Shepherd ISD,40020,2020-2024,Texas,82604.0,17570.0,SHEPHERD ISD,204904,Spring 2026,2562.0,1621.0,63.270882123341146,False
Sherman ISD,40080,2020-2024,Texas,59463.0,6751.0,SHERMAN ISD,091906,Spring 2026,9745.0,6285.0,64.49461262185736,False
Shiner ISD,40110,2020-2024,Texas,90438.0,17750.0,SHINER ISD,143903,Spring 2026,964.0,886.0,91.90871369294604,False
Sidney ISD,40170,2020-2024,Texas,70417.0,44274.0,SIDNEY ISD,047905,Spring 2026,165.0,122.0,73.93939393939394,False
Sierra Blanca ISD,40200,2020-2024,Texas,55250.0,4399.0,SIERRA BLANCA ISD,115902,Spring 2026,115.0,52.0,45.21739130434783,False
Silsbee ISD,40230,2020-2024,Texas,62311.0,7240.0,SILSBEE ISD,100904,Spring 2026,3186.0,2154.0,67.60828625235405,False
Silverton ISD,40290,2020-2024,Texas,43448.0,11479.0,SILVERTON ISD,023902,Spring 2026,269.0,214.0,79.5539033457249,False
Simms ISD,40320,2020-2024,Texas,69659.0,16193.0,SIMMS ISD,019909,Spring 2026,548.0,449.0,81.93430656934306,False
Sinton ISD,40350,2020-2024,Texas,52984.0,10901.0,SINTON ISD,205906,Spring 2026,2562.0,1819.0,70.9992193598751,False
Sivells Bend ISD,40380,2020-2024,Texas,81528.0,12800.0,SIVELLS BEND ISD,049909,Spring 2026,78.0,44.0,56.41025641025641,False
Skidmore-Tynan ISD,40410,2020-2024,Texas,49549.0,22423.0,SKIDMORE-TYNAN ISD,013905,Spring 2026,1031.0,831.0,80.60135790494665,False
Slaton ISD,40440,2020-2024,Texas,58667.0,6723.0,SLATON ISD,152903,Spring 2026,1553.0,1028.0,66.19446233097231,False
Slidell ISD,40470,2020-2024,Texas,81932.0,13203.0,SLIDELL ISD,249908,Spring 2026,672.0,434.0,64.58333333333334,False
Slocum ISD,40500,2020-2024,Texas,63321.0,6500.0,SLOCUM ISD,001909,Spring 2026,444.0,340.0,76.57657657657657,False
Smithville ISD,40550,2020-2024,Texas,72758.0,8078.0,SMITHVILLE ISD,011904,Spring 2026,2504.0,1782.0,71.1661341853035,False
Smyer ISD,40590,2020-2024,Texas,55000.0,18776.0,SMYER ISD,110906,Spring 2026,555.0,464.0,83.6036036036036,False
Snook ISD,40620,2020-2024,Texas,73819.0,16649.0,SNOOK ISD,026903,Spring 2026,751.0,528.0,70.30625832223701,False
Snyder ISD,40650,2020-2024,Texas,59145.0,6507.0,SNYDER ISD,208902,Spring 2026,3127.0,1877.0,60.02558362647905,False
Socorro ISD,40710,2020-2024,Texas,74004.0,3095.0,SOCORRO ISD,071909,Spring 2026,57740.0,47367.0,82.03498441288535,False
Somerset ISD,40740,2020-2024,Texas,72176.0,8968.0,SOMERSET ISD,015909,Spring 2026,5260.0,4137.0,78.65019011406844,True
Somerville ISD,40770,2020-2024,Texas,72619.0,18370.0,SOMERVILLE ISD,026902,Spring 2026,743.0,457.0,61.50740242261104,False
Sonora ISD,40800,2020-2024,Texas,78906.0,19411.0,SONORA ISD,218901,Spring 2026,870.0,641.0,73.67816091954023,False
South San Antonio ISD,40680,2020-2024,Texas,52309.0,3979.0,SOUTH SAN ANTONIO ISD,015908,Spring 2026,8628.0,5576.0,64.62679647658786,True
Southland ISD,40890,2020-2024,Texas,56250.0,7554.0,SOUTHLAND ISD,085903,Spring 2026,220.0,160.0,72.72727272727273,False
Southside ISD,40920,2020-2024,Texas,63269.0,6564.0,SOUTHSIDE ISD,015917,Spring 2026,7589.0,5424.0,71.47186717617603,True
Southwest ISD,40950,2020-2024,Texas,69907.0,4627.0,SOUTHWEST ISD,015912,Spring 2026,19531.0,13217.0,67.67190620039936,True
Spearman ISD,41010,2020-2024,Texas,68902.0,12505.0,SPEARMAN ISD,098904,Spring 2026,871.0,659.0,75.6601607347876,False
Splendora ISD,41070,2020-2024,Texas,79428.0,6941.0,SPLENDORA ISD,170907,Spring 2026,8106.0,5272.0,65.03824327658525,False
Spring Branch ISD,41100,2020-2024,Texas,87141.0,3816.0,SPRING BRANCH ISD,101920,Spring 2026,40811.0,32049.0,78.53029820391562,False
Spring Hill ISD,41190,2020-2024,Texas,90098.0,11861.0,SPRING HILL ISD,092907,Spring 2026,2613.0,2294.0,87.79181017986988,False
Spring ISD,41220,2020-2024,Texas,70683.0,3618.0,SPRING ISD,101919,Spring 2026,42045.0,26872.0,63.912474729456534,False
Springlake-Earth ISD,41250,2020-2024,Texas,48897.0,10014.0,SPRINGLAKE-EARTH ISD,140907,Spring 2026,270.0,207.0,76.66666666666667,False
Springtown ISD,41280,2020-2024,Texas,96729.0,10413.0,SPRINGTOWN ISD,184902,Spring 2026,5612.0,4061.0,72.36279401282964,False
Spur ISD,2,2020-2024,Texas,48836.0,7517.0,SPUR ISD,063903,Spring 2026,256.0,192.0,75.0,False
Spurger ISD,41340,2020-2024,Texas,76250.0,45062.0,SPURGER ISD,229905,Spring 2026,500.0,381.0,76.2,False
Stafford MSD,41350,2020-2024,Texas,84545.0,11868.0,STAFFORD MSD,079910,Spring 2026,4797.0,3551.0,74.02543256201793,False
Stamford ISD,41400,2020-2024,Texas,47688.0,4024.0,STAMFORD ISD,127906,Spring 2026,704.0,544.0,77.27272727272727,False
Stanton ISD,41430,2020-2024,Texas,94577.0,20954.0,STANTON ISD,156902,Spring 2026,1471.0,1165.0,79.19782460910945,False
Stephenville ISD,41520,2020-2024,Texas,59152.0,4076.0,STEPHENVILLE ISD,072903,Spring 2026,4615.0,3881.0,84.09534127843988,False
Sterling City ISD,41550,2020-2024,Texas,64954.0,18855.0,STERLING CITY ISD,216901,Spring 2026,374.0,305.0,81.55080213903744,False
Stockdale ISD,41610,2020-2024,Texas,67569.0,22381.0,STOCKDALE ISD,247906,Spring 2026,1111.0,886.0,79.74797479747974,False
Stratford ISD,41670,2020-2024,Texas,70609.0,25127.0,STRATFORD ISD,211902,Spring 2026,625.0,512.0,81.92,False
Strawn ISD,41700,2020-2024,Texas,52188.0,15577.0,STRAWN ISD,182905,Spring 2026,212.0,158.0,74.52830188679245,False
Sudan ISD,41760,2020-2024,Texas,64250.0,16382.0,SUDAN ISD,140908,Spring 2026,592.0,479.0,80.91216216216216,False
Sulphur Bluff ISD,41790,2020-2024,Texas,71458.0,30215.0,SULPHUR BLUFF ISD,112910,Spring 2026,203.0,159.0,78.32512315270937,False
Sulphur Springs ISD,41820,2020-2024,Texas,71546.0,6979.0,SULPHUR SPRINGS ISD,112901,Spring 2026,5292.0,3748.0,70.82388510959939,False
Sundown ISD,41850,2020-2024,Texas,62500.0,44092.0,SUNDOWN ISD,110907,Spring 2026,742.0,693.0,93.39622641509436,False
Sunnyvale ISD,41880,2020-2024,Texas,170348.0,12486.0,SUNNYVALE ISD,057919,Spring 2026,3148.0,2831.0,89.93011435832274,False
Sunray Collegiate ISD,41910,2020-2024,Texas,67262.0,20547.0,SUNRAY COLLEGIATE ISD,171902,Spring 2026,735.0,602.0,81.9047619047619,False
Sweeny ISD,41970,2020-2024,Texas,74896.0,18561.0,SWEENY ISD,020906,Spring 2026,2298.0,1740.0,75.71801566579634,False
Sweet Home ISD,42000,2020-2024,Texas,83365.0,12611.0,SWEET HOME ISD,143905,Spring 2026,198.0,160.0,80.8080808080808,False
Sweetwater ISD,42030,2020-2024,Texas,49167.0,3771.0,SWEETWATER ISD,177902,Spring 2026,2108.0,1333.0,63.23529411764706,False
Taft ISD,42060,2020-2024,Texas,72331.0,9548.0,TAFT ISD,205907,Spring 2026,1030.0,642.0,62.33009708737865,False
Tahoka ISD,42090,2020-2024,Texas,61776.0,21040.0,TAHOKA ISD,153904,Spring 2026,814.0,649.0,79.72972972972973,False
Tarkington ISD,42210,2020-2024,Texas,99144.0,8518.0,TARKINGTON ISD,146907,Spring 2026,2503.0,1643.0,65.64123052337195,False
Tatum ISD,42240,2020-2024,Texas,82321.0,16718.0,TATUM ISD,201910,Spring 2026,1797.0,1454.0,80.91263216471899,False
Taylor ISD,42280,2020-2024,Texas,75805.0,6069.0,TAYLOR ISD,246911,Spring 2026,3672.0,2473.0,67.3474945533769,False
Teague ISD,42300,2020-2024,Texas,59173.0,7300.0,TEAGUE ISD,081904,Spring 2026,1510.0,1204.0,79.73509933774835,False
Temple ISD,42330,2020-2024,Texas,58815.0,5225.0,TEMPLE ISD,014909,Spring 2026,11100.0,7365.0,66.35135135135135,False
Tenaha ISD,42360,2020-2024,Texas,43375.0,11816.0,TENAHA ISD,210904,Spring 2026,518.0,372.0,71.81467181467181,False
Terlingua CSD,42390,2020-2024,Texas,34135.0,16426.0,TERLINGUA CSD,022004,Spring 2026,167.0,73.0,43.71257485029941,False
Terrell County ISD,42420,2020-2024,Texas,44886.0,18616.0,TERRELL COUNTY ISD,222901,Spring 2026,164.0,123.0,75.0,False
Terrell ISD,42450,2020-2024,Texas,70843.0,5279.0,TERRELL ISD,129906,Spring 2026,6830.0,4242.0,62.10834553440703,False
Texarkana ISD,42480,2020-2024,Texas,49240.0,6030.0,TEXARKANA ISD,019907,Spring 2026,12967.0,7653.0,59.01904835351276,False
Texas City ISD,42510,2020-2024,Texas,62352.0,7643.0,TEXAS CITY ISD,084906,Spring 2026,9756.0,6446.0,66.07216072160722,False
Texhoma ISD,42540,2020-2024,Texas,70703.0,28538.0,TEXHOMA ISD,211901,Spring 2026,66.0,61.0,92.42424242424242,False
Texline ISD,42570,2020-2024,Texas,77961.0,18028.0,TEXLINE ISD,056902,Spring 2026,307.0,274.0,89.25081433224756,False
Thorndale ISD,42630,2020-2024,Texas,67750.0,27604.0,THORNDALE ISD,166905,Spring 2026,979.0,821.0,83.86108273748724,False
Thrall ISD,42660,2020-2024,Texas,110457.0,32068.0,THRALL ISD,246912,Spring 2026,1256.0,1126.0,89.64968152866241,False
Three Rivers ISD,42690,2020-2024,Texas,60500.0,22089.0,THREE RIVERS ISD,149902,Spring 2026,701.0,488.0,69.6148359486448,False
Three Way ISD,42720,2020-2024,Texas,70833.0,29068.0,THREE WAY ISD,072901,Spring 2026,229.0,173.0,75.54585152838428,False
Throckmorton Collegiate ISD,42780,2020-2024,Texas,58036.0,11600.0,THROCKMORTON COLLEGIATE ISD,224901,Spring 2026,138.0,97.0,70.28985507246377,False
Tidehaven ISD,42810,2020-2024,Texas,60908.0,14492.0,TIDEHAVEN ISD,158902,Spring 2026,1312.0,1166.0,88.8719512195122,False
Timpson ISD,42840,2020-2024,Texas,41863.0,4449.0,TIMPSON ISD,210905,Spring 2026,913.0,735.0,80.50383351588171,False
Tioga ISD,42870,2020-2024,Texas,83000.0,31115.0,TIOGA ISD,091907,Spring 2026,805.0,653.0,81.11801242236025,False
Tolar ISD,42900,2020-2024,Texas,78403.0,10484.0,TOLAR ISD,111903,Spring 2026,1199.0,1039.0,86.65554628857382,False
Tom Bean ISD,42930,2020-2024,Texas,88299.0,41818.0,TOM BEAN ISD,091918,Spring 2026,1040.0,779.0,74.90384615384616,False
Tomball ISD,42960,2020-2024,Texas,128054.0,12381.0,TOMBALL ISD,101921,Spring 2026,32010.0,28531.0,89.13152139956264,False
Tornillo ISD,42990,2020-2024,Texas,42234.0,9137.0,TORNILLO ISD,071908,Spring 2026,929.0,645.0,69.42949407965554,False
Trent ISD,43110,2020-2024,Texas,89375.0,27688.0,TRENT ISD,221905,Spring 2026,149.0,99.0,66.44295302013423,False
Trenton ISD,43140,2020-2024,Texas,94063.0,14027.0,TRENTON ISD,074912,Spring 2026,986.0,764.0,77.48478701825557,False
Trinidad ISD,43170,2020-2024,Texas,48750.0,30043.0,TRINIDAD ISD,107907,Spring 2026,250.0,146.0,58.4,False
Trinity ISD,43200,2020-2024,Texas,50603.0,8755.0,TRINITY ISD,228903,Spring 2026,1491.0,840.0,56.33802816901409,False
Troup ISD,43230,2020-2024,Texas,69302.0,12533.0,TROUP ISD,212904,Spring 2026,1433.0,1164.0,81.22819260293092,False
Troy ISD,43260,2020-2024,Texas,84079.0,15335.0,TROY ISD,014910,Spring 2026,2330.0,1814.0,77.85407725321889,False
Tulia ISD,43320,2020-2024,Texas,35357.0,14971.0,TULIA ISD,219903,Spring 2026,996.0,582.0,58.43373493975904,False
Tuloso-Midway ISD,43350,2020-2024,Texas,69700.0,5027.0,TULOSO-MIDWAY ISD,178912,Spring 2026,4849.0,3755.0,77.43864714374098,False
Turkey-Quitaque ISD,43400,2020-2024,Texas,55750.0,12879.0,TURKEY-QUITAQUE ISD,096905,Spring 2026,243.0,198.0,81.48148148148148,False
Tyler ISD,43470,2020-2024,Texas,67521.0,3482.0,TYLER ISD,212905,Spring 2026,24614.0,17820.0,72.39782237750873,False
Union Grove ISD,43530,2020-2024,Texas,72969.0,25994.0,UNION GROVE ISD,230908,Spring 2026,957.0,809.0,84.5350052246604,False
Union Hill ISD,43560,2020-2024,Texas,80139.0,14999.0,UNION HILL ISD,230904,Spring 2026,312.0,213.0,68.26923076923077,False
United ISD,43650,2020-2024,Texas,74662.0,3113.0,UNITED ISD,240903,Spring 2026,45167.0,35016.0,77.52562711714305,False
Utopia ISD,43680,2020-2024,Texas,85382.0,11187.0,UTOPIA ISD,232904,Spring 2026,218.0,187.0,85.77981651376146,False
Uvalde CISD,43720,2020-2024,Texas,52995.0,6582.0,UVALDE CISD,232903,Spring 2026,4705.0,2549.0,54.17640807651435,False
Valentine ISD,43740,2020-2024,Texas,34091.0,3998.0,VALENTINE ISD,122902,Spring 2026,38.0,0.0,0.0,False
Valley Mills ISD,43760,2020-2024,Texas,71507.0,15290.0,VALLEY MILLS ISD,018904,Spring 2026,846.0,642.0,75.88652482269504,False
Valley View ISD (Cooke County),43860,2020-2024,Texas,85317.0,11864.0,VALLEY VIEW ISD,049903,Spring 2026,1233.0,841.0,68.20762368207623,False
Valley View ISD (Hidalgo County),43800,2020-2024,Texas,60951.0,6120.0,VALLEY VIEW ISD,108916,Spring 2026,4250.0,3303.0,77.71764705882353,False
Van Alstyne ISD,43890,2020-2024,Texas,112799.0,14947.0,VAN ALSTYNE ISD,091908,Spring 2026,3908.0,3247.0,83.08597748208803,False
Van ISD,43920,2020-2024,Texas,68605.0,7115.0,VAN ISD,234906,Spring 2026,2911.0,2191.0,75.2662315355548,False
Van Vleck ISD,43950,2020-2024,Texas,61742.0,14843.0,VAN VLECK ISD,158906,Spring 2026,1395.0,1000.0,71.68458781362007,False
Vega ISD,43980,2020-2024,Texas,80000.0,7309.0,VEGA ISD,180902,Spring 2026,499.0,459.0,91.98396793587176,False
Venus ISD,44010,2020-2024,Texas,89917.0,15335.0,VENUS ISD,126908,Spring 2026,3096.0,1953.0,63.08139534883721,False
Veribest ISD,44040,2020-2024,Texas,83542.0,29256.0,VERIBEST ISD,226908,Spring 2026,316.0,270.0,85.44303797468355,False
Vernon ISD,44110,2020-2024,Texas,53486.0,7734.0,VERNON ISD,244903,Spring 2026,2335.0,1500.0,64.23982869379014,False
Victoria ISD,44150,2020-2024,Texas,71147.0,2718.0,VICTORIA ISD,235902,Spring 2026,16404.0,11043.0,67.31894659839064,False
Vidor ISD,44160,2020-2024,Texas,71507.0,6045.0,VIDOR ISD,181907,Spring 2026,5488.0,3885.0,70.79081632653062,False
Waco ISD,44280,2020-2024,Texas,45436.0,2632.0,WACO ISD,161914,Spring 2026,16713.0,8838.0,52.88099084544965,False
Waelder ISD,44310,2020-2024,Texas,61274.0,6499.0,WAELDER ISD,089905,Spring 2026,313.0,189.0,60.38338658146965,False
Walcott ISD,44370,2020-2024,Texas,,,WALCOTT ISD,059902,Spring 2026,150.0,129.0,86.0,False
Wall ISD,44410,2020-2024,Texas,103732.0,10095.0,WALL ISD,226906,Spring 2026,1868.0,1722.0,92.18415417558886,False
Waller ISD,44430,2020-2024,Texas,96013.0,12591.0,WALLER ISD,237904,Spring 2026,14540.0,10479.0,72.07015130674003,False
Walnut Bend ISD,44490,2020-2024,Texas,69583.0,51421.0,WALNUT BEND ISD,049908,Spring 2026,58.0,34.0,58.620689655172406,False
Walnut Springs ISD,44520,2020-2024,Texas,44145.0,13803.0,WALNUT SPRINGS ISD,018905,Spring 2026,199.0,128.0,64.321608040201,False
Warren ISD,44580,2020-2024,Texas,57083.0,14263.0,WARREN ISD,229904,Spring 2026,1542.0,1063.0,68.93644617380026,False
Waskom ISD,44670,2020-2024,Texas,63054.0,8164.0,WASKOM ISD,102903,Spring 2026,1068.0,754.0,70.59925093632958,False
Water Valley ISD,44710,2020-2024,Texas,60985.0,12267.0,WATER VALLEY ISD,226905,Spring 2026,435.0,356.0,81.83908045977012,False
Waxahachie ISD,44730,2020-2024,Texas,89058.0,6296.0,WAXAHACHIE ISD,070912,Spring 2026,15431.0,11394.0,73.83837729246322,False
Weatherford ISD,44800,2020-2024,Texas,82141.0,9304.0,WEATHERFORD ISD,184903,Spring 2026,11059.0,8218.0,74.31051632154806,False
Webb CISD,44810,2020-2024,Texas,55357.0,39229.0,WEBB CISD,240904,Spring 2026,239.0,153.0,64.01673640167364,False
Weimar ISD,44820,2020-2024,Texas,67341.0,15057.0,WEIMAR ISD,045905,Spring 2026,941.0,813.0,86.39744952178533,False
Wellington ISD,44890,2020-2024,Texas,60595.0,7344.0,WELLINGTON ISD,044902,Spring 2026,647.0,574.0,88.71715610510046,False
Wellman-Union CISD,44910,2020-2024,Texas,80536.0,29381.0,WELLMAN-UNION CISD,223904,Spring 2026,345.0,265.0,76.81159420289855,False
Wells ISD,44940,2020-2024,Texas,61250.0,34566.0,WELLS ISD,037909,Spring 2026,314.0,221.0,70.38216560509554,False
