income_district,district_code,year,state,median_household_income,income_moe,staar_district,tea_district_id,administration,tests_taken,approaches_count,approaches_pct,is_sa_area
Hallsburg ISD,22140,2020-2024,Texas,66750.0,29061.0,HALLSBURG ISD,161924,Spring 2026,111.0,67.0,60.36036036036037,False
Hallsville ISD,22170,2020-2024,Texas,82924.0,11440.0,HALLSVILLE ISD,102904,Spring 2026,42263.0,22912.0,54.21290490499965,False
Hamilton ISD,22230,2020-2024,Texas,50446.0,7824.0,HAMILTON ISD,097902,Spring 2026,1134.0,883.0,77.86596119929453,False
Hamlin ISD,22260,2020-2024,Texas,62134.0,13383.0,HAMLIN COLLEGIATE ISD,127903,Spring 2026,437.0,286.0,65.44622425629291,False
Hamshire-Fannett ISD,22320,2020-2024,Texas,101541.0,10383.0,HAMSHIRE-FANNETT ISD,123914,Spring 2026,2654.0,2168.0,81.68801808590807,False
Happy ISD,22350,2020-2024,Texas,70566.0,18222.0,HAPPY ISD,219901,Spring 2026,345.0,286.0,82.89855072463767,False
Hardin ISD,22380,2020-2024,Texas,65701.0,19237.0,HARDIN ISD,146904,Spring 2026,1603.0,1067.0,66.56269494697442,False
Hardin-Jefferson ISD,22410,2020-2024,Texas,97988.0,7387.0,HARDIN-JEFFERSON ISD,100905,Spring 2026,3738.0,3006.0,80.41733547351525,False
Harlandale ISD,22470,2020-2024,Texas,51927.0,3821.0,HARLANDALE ISD,015904,Spring 2026,14196.0,9101.0,64.10960834037756,True
Harleton ISD,22500,2020-2024,Texas,55592.0,31444.0,HARLETON ISD,102905,Spring 2026,930.0,742.0,79.78494623655914,False
Harlingen CISD,22530,2020-2024,Texas,58146.0,3628.0,HARLINGEN CISD,031903,Spring 2026,20511.0,16118.0,78.5822241723953,False
Harmony ISD,22560,2020-2024,Texas,66090.0,17114.0,HARMONY ISD,230905,Spring 2026,1237.0,1043.0,84.31689571544058,False
Harper ISD,22590,2020-2024,Texas,80143.0,20962.0,HARPER ISD,086902,Spring 2026,793.0,657.0,82.84993694829761,False
Harrold ISD,22620,2020-2024,Texas,87500.0,61159.0,HARROLD ISD,244901,Spring 2026,269.0,232.0,86.2453531598513,False
Hart ISD,22650,2020-2024,Texas,51932.0,10101.0,HART ISD,035902,Spring 2026,265.0,189.0,71.32075471698113,False
Hartley ISD,22680,2020-2024,Texas,66339.0,56342.0,HARTLEY ISD,103902,Spring 2026,273.0,208.0,76.19047619047619,False
Harts Bluff ISD,22710,2020-2024,Texas,66471.0,21974.0,HARTS BLUFF ISD,225907,Spring 2026,1152.0,820.0,71.18055555555556,False
Haskell CISD,22740,2020-2024,Texas,63059.0,5536.0,HASKELL CISD,104901,Spring 2026,660.0,536.0,81.21212121212122,False
Hawkins ISD,22770,2020-2024,Texas,55224.0,13130.0,HAWKINS ISD,250902,Spring 2026,1035.0,749.0,72.3671497584541,False
Hawley ISD,22800,2020-2024,Texas,90275.0,17295.0,HAWLEY ISD,127904,Spring 2026,1105.0,811.0,73.39366515837104,False
Hays CISD,10,2020-2024,Texas,101693.0,4474.0,HAYS CISD,105906,Spring 2026,32618.0,24707.0,75.74652032620025,False
Hearne ISD,22830,2020-2024,Texas,55563.0,8930.0,HEARNE ISD,198905,Spring 2026,981.0,544.0,55.45361875637105,False
Hedley ISD,22850,2020-2024,Texas,61012.0,26483.0,HEDLEY ISD,065902,Spring 2026,95.0,52.0,54.736842105263165,False
Hemphill ISD,22890,2020-2024,Texas,64806.0,7784.0,HEMPHILL ISD,202903,Spring 2026,859.0,721.0,83.93480791618161,False
Hempstead ISD,22920,2020-2024,Texas,61948.0,7337.0,HEMPSTEAD ISD,237902,Spring 2026,2054.0,1278.0,62.220058422590064,False
Henderson ISD,22970,2020-2024,Texas,69754.0,6816.0,HENDERSON ISD,201902,Spring 2026,4076.0,2798.0,68.64573110893032,False
Henrietta ISD,22980,2020-2024,Texas,77059.0,12210.0,HENRIETTA ISD,039902,Spring 2026,1140.0,839.0,73.59649122807016,False
Hereford ISD,23010,2020-2024,Texas,60504.0,6568.0,HEREFORD ISD,059901,Spring 2026,4976.0,3389.0,68.10691318327974,False
Hermleigh ISD,23040,2020-2024,Texas,71563.0,22974.0,HERMLEIGH ISD,208901,Spring 2026,343.0,247.0,72.01166180758017,False
Hico ISD,23070,2020-2024,Texas,69640.0,6740.0,HICO ISD,097903,Spring 2026,815.0,647.0,79.38650306748465,False
Hidalgo ISD,23100,2020-2024,Texas,41094.0,17159.0,HIDALGO ISD,108905,Spring 2026,3947.0,2713.0,68.73574866987585,False
High Island ISD,23160,2020-2024,Texas,77344.0,28763.0,HIGH ISLAND ISD,084903,Spring 2026,170.0,114.0,67.05882352941175,False
Highland ISD,23190,2020-2024,Texas,64773.0,8619.0,HIGHLAND ISD,177905,Spring 2026,262.0,249.0,95.0381679389313,False
Highland Park ISD (Dallas County),23250,2020-2024,Texas,250001.0,,HIGHLAND PARK ISD,057911,Spring 2026,7858.0,7622.0,96.99669127004329,False
Highland Park ISD (Potter County),35560,2020-2024,Texas,73125.0,17661.0,HIGHLAND PARK ISD,188903,Spring 2026,1034.0,777.0,75.14506769825918,False
Hillsboro ISD,23280,2020-2024,Texas,59048.0,9012.0,HILLSBORO ISD,109904,Spring 2026,2505.0,2067.0,82.51497005988024,False
Hitchcock ISD,23310,2020-2024,Texas,84818.0,6940.0,HITCHCOCK ISD,084908,Spring 2026,2163.0,1242.0,57.42024965325936,False
Holland ISD,23370,2020-2024,Texas,84063.0,22605.0,HOLLAND ISD,014905,Spring 2026,898.0,769.0,85.6347438752784,False
Holliday ISD,23400,2020-2024,Texas,86364.0,16135.0,HOLLIDAY ISD,005902,Spring 2026,1567.0,1366.0,87.17294192724952,False
Hondo ISD,23430,2020-2024,Texas,64007.0,8794.0,HONDO ISD,163904,Spring 2026,2333.0,1606.0,68.83840548649806,False
Honey Grove ISD,23460,2020-2024,Texas,55472.0,9212.0,HONEY GROVE ISD,074907,Spring 2026,882.0,735.0,83.33333333333334,False
Hooks ISD,23490,2020-2024,Texas,57978.0,10209.0,HOOKS ISD,019902,Spring 2026,1170.0,927.0,79.23076923076923,False
Houston ISD,23640,2020-2024,Texas,67518.0,1067.0,HOUSTON ISD,101912,Spring 2026,208738.0,155368.0,74.43206316051702,False
Howe ISD,23670,2020-2024,Texas,75145.0,8411.0,HOWE ISD,091905,Spring 2026,1613.0,1192.0,73.89956602603843,False
"Hubbard ISD (Hill, Limestone, and Navarro Counties)",23730,2020-2024,Texas,59412.0,28220.0,HUBBARD ISD,109905,Spring 2026,502.0,371.0,73.90438247011953,False
Hubbard ISD (Bowie County),23700,2020-2024,Texas,62417.0,14417.0,HUBBARD ISD,019913,Spring 2026,60.0,21.0,35.0,False
Huckabay ISD,23760,2020-2024,Texas,88750.0,16517.0,HUCKABAY ISD,072908,Spring 2026,431.0,390.0,90.48723897911832,False
Hudson ISD,23790,2020-2024,Texas,61023.0,10338.0,HUDSON ISD,003902,Spring 2026,3680.0,3090.0,83.96739130434783,False
Huffman ISD,23820,2020-2024,Texas,89756.0,14860.0,HUFFMAN ISD,101925,Spring 2026,5364.0,3561.0,66.38702460850112,False
Hughes Springs ISD,23850,2020-2024,Texas,39009.0,5278.0,HUGHES SPRINGS ISD,034903,Spring 2026,1339.0,1068.0,79.76101568334578,False
Hull-Daisetta ISD,23880,2020-2024,Texas,64952.0,9320.0,HULL-DAISETTA ISD,146905,Spring 2026,548.0,303.0,55.29197080291971,False
Humble ISD,23910,2020-2024,Texas,106433.0,4036.0,HUMBLE ISD,101913,Spring 2026,65235.0,50580.0,77.53506553230628,False
Hunt ISD,23970,2020-2024,Texas,79375.0,37842.0,HUNT ISD,133902,Spring 2026,281.0,271.0,96.44128113879005,False
Huntington ISD,24000,2020-2024,Texas,63485.0,9818.0,HUNTINGTON ISD,003904,Spring 2026,1917.0,1481.0,77.25612936880543,False
Huntsville ISD,24030,2020-2024,Texas,50985.0,4069.0,HUNTSVILLE ISD,236902,Spring 2026,15988.0,10369.0,64.85489116837628,False
Hurst-Euless-Bedford ISD,24060,2020-2024,Texas,82201.0,2569.0,HURST-EULESS-BEDFORD ISD,220916,Spring 2026,30188.0,24673.0,81.73115145090765,False
Hutto ISD,24100,2020-2024,Texas,123195.0,8904.0,HUTTO ISD,246906,Spring 2026,15077.0,10879.0,72.15626450885455,False
Idalou ISD,24120,2020-2024,Texas,64405.0,14933.0,IDALOU ISD,152910,Spring 2026,1357.0,1160.0,85.48268238761975,False
Industrial ISD,24150,2020-2024,Texas,64919.0,15905.0,INDUSTRIAL ISD,120905,Spring 2026,1513.0,1355.0,89.55717118307997,False
Ingleside ISD,24180,2020-2024,Texas,70657.0,12652.0,INGLESIDE ISD,205903,Spring 2026,2715.0,2114.0,77.86372007366482,False
Ingram ISD,24210,2020-2024,Texas,71556.0,13445.0,INGRAM ISD,133904,Spring 2026,1498.0,1237.0,82.57676902536716,False
Iola ISD,24240,2020-2024,Texas,67781.0,10212.0,IOLA ISD,093903,Spring 2026,853.0,697.0,81.7116060961313,False
Iowa Park CISD,24260,2020-2024,Texas,75323.0,14316.0,IOWA PARK CISD,243903,Spring 2026,2598.0,2218.0,85.37336412625096,False
Ira ISD,24300,2020-2024,Texas,111667.0,51086.0,IRA ISD,208903,Spring 2026,424.0,362.0,85.37735849056604,False
Iraan-Sheffield Collegiate ISD,24330,2020-2024,Texas,45982.0,13410.0,IRAAN-SHEFFIELD COLLEGIATE ISD,186903,Spring 2026,421.0,296.0,70.30878859857482,False
Iredell ISD,24360,2020-2024,Texas,81354.0,21179.0,IREDELL ISD,018906,Spring 2026,172.0,138.0,80.23255813953489,False
Irion County ISD,30360,2020-2024,Texas,70357.0,19271.0,IRION COUNTY ISD,118902,Spring 2026,396.0,352.0,88.88888888888889,False
Irving ISD,24420,2020-2024,Texas,71448.0,1756.0,IRVING ISD,057912,Spring 2026,37158.0,23089.0,62.137359384251035,False
Italy ISD,24450,2020-2024,Texas,65119.0,25299.0,ITALY ISD,070907,Spring 2026,758.0,544.0,71.76781002638522,False
Itasca ISD,24480,2020-2024,Texas,82260.0,12873.0,ITASCA ISD,109907,Spring 2026,904.0,641.0,70.9070796460177,False
Jacksboro ISD,24530,2020-2024,Texas,59153.0,15886.0,JACKSBORO ISD,119902,Spring 2026,1406.0,1081.0,76.88477951635846,False
Jacksonville ISD,24590,2020-2024,Texas,52895.0,4124.0,JACKSONVILLE ISD,037904,Spring 2026,6019.0,3763.0,62.51869081242731,False
Jarrell ISD,24600,2020-2024,Texas,94385.0,4031.0,JARRELL ISD,246907,Spring 2026,6094.0,3974.0,65.21168362323597,False
Jasper ISD,24630,2020-2024,Texas,53795.0,5442.0,JASPER ISD,121904,Spring 2026,2367.0,1440.0,60.836501901140686,False
Jayton-Girard ISD,24660,2020-2024,Texas,63375.0,28012.0,JAYTON-GIRARD ISD,132902,Spring 2026,275.0,246.0,89.45454545454545,False
Jefferson ISD,24730,2020-2024,Texas,50046.0,3876.0,JEFFERSON ISD,155901,Spring 2026,1351.0,913.0,67.57957068837898,False
Jim Hogg County ISD,24750,2020-2024,Texas,42211.0,3821.0,JIM HOGG COUNTY ISD,124901,Spring 2026,1271.0,870.0,68.45003933910306,False
Jim Ned CISD,24780,2020-2024,Texas,94219.0,20160.0,JIM NED CISD,221911,Spring 2026,2234.0,2028.0,90.77887197851388,False
Joaquin ISD,24810,2020-2024,Texas,55267.0,23623.0,JOAQUIN ISD,210902,Spring 2026,881.0,717.0,81.38479001135074,False
Johnson City ISD,24840,2020-2024,Texas,91763.0,11282.0,JOHNSON CITY ISD,016901,Spring 2026,899.0,732.0,81.42380422691879,False
Jonesboro ISD,24900,2020-2024,Texas,60913.0,19435.0,JONESBORO ISD,050909,Spring 2026,399.0,252.0,63.1578947368421,False
Joshua ISD,24930,2020-2024,Texas,94155.0,7917.0,JOSHUA ISD,126905,Spring 2026,8129.0,6709.0,82.53167671300284,False
Jourdanton ISD,24960,2020-2024,Texas,77866.0,9472.0,JOURDANTON ISD,007902,Spring 2026,2059.0,1565.0,76.00777076250607,False
Judson ISD,24990,2020-2024,Texas,76852.0,3281.0,JUDSON ISD,015916,Spring 2026,29207.0,18852.0,64.54617043859349,True
Junction ISD,25020,2020-2024,Texas,64432.0,10034.0,JUNCTION ISD,134901,Spring 2026,983.0,607.0,61.74974567650051,False
Karnack ISD,25110,2020-2024,Texas,42337.0,14747.0,KARNACK ISD,102901,Spring 2026,168.0,111.0,66.07142857142857,False
Karnes City ISD,25140,2020-2024,Texas,61446.0,14126.0,KARNES CITY ISD,128901,Spring 2026,1214.0,826.0,68.03953871499176,False
Katy ISD,25170,2020-2024,Texas,115908.0,3939.0,KATY ISD,101914,Spring 2026,129293.0,109453.0,84.65500839179228,False
Kaufman ISD,25200,2020-2024,Texas,74438.0,16313.0,KAUFMAN ISD,129903,Spring 2026,5605.0,4130.0,73.68421052631578,False
Keene ISD,25230,2020-2024,Texas,53352.0,14140.0,KEENE ISD,126906,Spring 2026,1515.0,1239.0,81.78217821782178,False
Keller ISD,25260,2020-2024,Texas,122192.0,5501.0,KELLER ISD,220907,Spring 2026,40062.0,32743.0,81.7308172332884,False
Kelton ISD,25290,2020-2024,Texas,61250.0,57503.0,KELTON ISD,242905,Spring 2026,202.0,153.0,75.74257425742574,False
Kemp ISD,25320,2020-2024,Texas,71744.0,6345.0,KEMP ISD,129904,Spring 2026,2599.0,1619.0,62.29318968834166,False
Kenedy County-Wide CSD,25410,2020-2024,Texas,38882.0,4589.0,KENEDY COUNTY WIDE CSD,131001,Spring 2026,73.0,60.0,82.1917808219178,False
Kenedy ISD,25440,2020-2024,Texas,61250.0,23967.0,KENEDY ISD,128902,Spring 2026,902.0,622.0,68.95787139689578,False
Kennard ISD,25470,2020-2024,Texas,58684.0,20350.0,KENNARD ISD,113906,Spring 2026,320.0,256.0,80.0,False
Kennedale ISD,25500,2020-2024,Texas,103655.0,7869.0,KENNEDALE ISD,220914,Spring 2026,3725.0,2643.0,70.95302013422818,False
Kerens ISD,25530,2020-2024,Texas,66250.0,13388.0,KERENS ISD,175907,Spring 2026,968.0,664.0,68.59504132231406,False
Kermit ISD,25560,2020-2024,Texas,80851.0,21002.0,KERMIT ISD,248901,Spring 2026,1650.0,938.0,56.84848484848485,False
Kerrville ISD,25590,2020-2024,Texas,65030.0,4507.0,KERRVILLE ISD,133903,Spring 2026,5702.0,4425.0,77.60434935110487,False
Kilgore ISD,25620,2020-2024,Texas,69261.0,11510.0,KILGORE ISD,092902,Spring 2026,4852.0,3399.0,70.05358615004123,False
Killeen ISD,25660,2020-2024,Texas,64887.0,2567.0,KILLEEN ISD,014906,Spring 2026,51751.0,36337.0,70.21506830785879,False
Kingsville ISD,25680,2020-2024,Texas,57710.0,9760.0,KINGSVILLE ISD,137901,Spring 2026,3041.0,1577.0,51.857941466622826,False
Kirbyville CISD,25710,2020-2024,Texas,61378.0,16535.0,KIRBYVILLE CISD,121905,Spring 2026,1941.0,1428.0,73.57032457496136,False
Klein ISD,25740,2020-2024,Texas,95905.0,3629.0,KLEIN ISD,101915,Spring 2026,68980.0,54905.0,79.59553493766309,False
Klondike ISD,25790,2020-2024,Texas,99583.0,11320.0,KLONDIKE ISD,058905,Spring 2026,349.0,332.0,95.12893982808023,False
Knippa ISD,25800,2020-2024,Texas,57692.0,17850.0,KNIPPA ISD,232901,Spring 2026,499.0,437.0,87.5751503006012,False
Knox City-O'Brien CISD,25870,2020-2024,Texas,48056.0,12427.0,KNOX CITY-O'BRIEN CISD,138902,Spring 2026,238.0,205.0,86.1344537815126,False
Kopperl ISD,25890,2020-2024,Texas,68301.0,8653.0,KOPPERL ISD,018907,Spring 2026,214.0,149.0,69.62616822429906,False
Kountze ISD,25920,2020-2024,Texas,65136.0,10107.0,KOUNTZE ISD,100903,Spring 2026,1523.0,1094.0,71.83191070256073,False
Kress ISD,25950,2020-2024,Texas,33438.0,11656.0,KRESS ISD,219905,Spring 2026,347.0,263.0,75.79250720461094,False
Krum ISD,25980,2020-2024,Texas,123044.0,6845.0,KRUM ISD,061905,Spring 2026,3543.0,2651.0,74.82359582274908,False
La Feria ISD,26040,2020-2024,Texas,49870.0,6407.0,LA FERIA ISD,031905,Spring 2026,3493.0,2394.0,68.5370741482966,False
La Gloria ISD,26070,2020-2024,Texas,65750.0,43756.0,LA GLORIA ISD,125906,Spring 2026,122.0,86.0,70.49180327868852,False
La Grange ISD,26100,2020-2024,Texas,75534.0,5301.0,LA GRANGE ISD,075902,Spring 2026,2554.0,2035.0,79.67893500391543,False
La Joya ISD,26130,2020-2024,Texas,46719.0,3503.0,LA JOYA ISD,108912,Spring 2026,27462.0,18783.0,68.39632947345423,False
La Porte ISD,26190,2020-2024,Texas,90696.0,6916.0,LA PORTE ISD,101916,Spring 2026,9273.0,7266.0,78.35651892591395,False
La Pryor ISD,26250,2020-2024,Texas,39659.0,28558.0,LA PRYOR ISD,254902,Spring 2026,539.0,350.0,64.93506493506493,False
La Vega ISD,26280,2020-2024,Texas,53775.0,10721.0,LA VEGA ISD,161906,Spring 2026,4213.0,2591.0,61.50011868027534,False
La Vernia ISD,26310,2020-2024,Texas,115669.0,9735.0,LA VERNIA ISD,247903,Spring 2026,4906.0,4061.0,82.77619241744803,False
La Villa ISD,26340,2020-2024,Texas,46779.0,15572.0,LA VILLA ISD,108914,Spring 2026,595.0,413.0,69.41176470588235,False
Lackland ISD,26370,2020-2024,Texas,64539.0,15330.0,LACKLAND ISD,015913,Spring 2026,1174.0,991.0,84.41226575809199,True
Lago Vista ISD,26400,2020-2024,Texas,113058.0,14100.0,LAGO VISTA ISD,227912,Spring 2026,2541.0,1923.0,75.6788665879575,False
Lake Dallas ISD,26430,2020-2024,Texas,105650.0,8013.0,LAKE DALLAS ISD,061912,Spring 2026,4879.0,3654.0,74.89239598278336,False
Lake Travis ISD,26470,2020-2024,Texas,156087.0,14563.0,LAKE TRAVIS ISD,227913,Spring 2026,14712.0,13124.0,89.20609026644915,False
Lake Worth ISD,26490,2020-2024,Texas,51120.0,7541.0,LAKE WORTH ISD,220910,Spring 2026,4321.0,2312.0,53.506132839620456,False
Lamar CISD,26580,2020-2024,Texas,109349.0,5441.0,LAMAR CISD,079901,Spring 2026,65070.0,53828.0,82.72322114645766,False
Lamesa ISD,26610,2020-2024,Texas,51358.0,12128.0,LAMESA ISD,058906,Spring 2026,1867.0,1082.0,57.95393679700054,False
Lampasas ISD,26640,2020-2024,Texas,80703.0,7640.0,LAMPASAS ISD,141901,Spring 2026,4758.0,3752.0,78.85666246321983,False
Lancaster ISD,26670,2020-2024,Texas,69151.0,7883.0,LANCASTER ISD,057913,Spring 2026,8090.0,5348.0,66.10630407911002,False
Laneville ISD,26700,2020-2024,Texas,62381.0,39648.0,LANEVILLE ISD,201903,Spring 2026,159.0,89.0,55.9748427672956,False
LaPoyner ISD,26220,2020-2024,Texas,81148.0,7615.0,LAPOYNOR ISD,107910,Spring 2026,541.0,394.0,72.82809611829944,False
Laredo ISD,26790,2020-2024,Texas,39329.0,2198.0,LAREDO ISD,240901,Spring 2026,19461.0,13899.0,71.41976260212734,False
Lasara ISD,26850,2020-2024,Texas,,,LASARA ISD,245901,Spring 2026,353.0,247.0,69.97167138810198,False
Latexo ISD,26910,2020-2024,Texas,78672.0,26292.0,LATEXO ISD,113905,Spring 2026,663.0,476.0,71.7948717948718,False
Lazbuddie ISD,26970,2020-2024,Texas,93125.0,46324.0,LAZBUDDIE ISD,185904,Spring 2026,171.0,129.0,75.43859649122807,False
Leakey ISD,27000,2020-2024,Texas,62530.0,44366.0,LEAKEY ISD,193902,Spring 2026,404.0,302.0,74.75247524752476,False
Leander ISD,27030,2020-2024,Texas,133971.0,3764.0,LEANDER ISD,246913,Spring 2026,55657.0,46568.0,83.66961927520347,False
Leary ISD,27060,2020-2024,Texas,73614.0,7454.0,LEARY ISD,019914,Spring 2026,103.0,78.0,75.72815533980582,False
Lefors ISD,27090,2020-2024,Texas,67750.0,29960.0,LEFORS ISD,090902,Spring 2026,224.0,154.0,68.75,False
Leggett ISD,27120,2020-2024,Texas,48578.0,13425.0,LEGGETT ISD,187906,Spring 2026,260.0,154.0,59.23076923076923,False
Leon ISD,27180,2020-2024,Texas,70893.0,11732.0,LEON ISD,145911,Spring 2026,969.0,732.0,75.54179566563467,False
Leonard ISD,27210,2020-2024,Texas,62324.0,7263.0,LEONARD ISD,074909,Spring 2026,1178.0,939.0,79.71137521222411,False
Levelland ISD,27240,2020-2024,Texas,60864.0,10723.0,LEVELLAND ISD,110902,Spring 2026,2951.0,1968.0,66.6892578786852,False
Leveretts Chapel ISD,27270,2020-2024,Texas,70677.0,9523.0,LEVERETTS CHAPEL ISD,201904,Spring 2026,308.0,222.0,72.07792207792207,False
Lewisville ISD,27300,2020-2024,Texas,113996.0,2660.0,LEWISVILLE ISD,061902,Spring 2026,54637.0,42606.0,77.9801233596281,False
Lexington ISD,27330,2020-2024,Texas,89943.0,16720.0,LEXINGTON ISD,144902,Spring 2026,1318.0,1014.0,76.93474962063733,False
Liberty Hill ISD,27420,2020-2024,Texas,144551.0,8164.0,LIBERTY HILL ISD,246908,Spring 2026,14233.0,11765.0,82.66001545703647,False
Liberty ISD,27450,2020-2024,Texas,49397.0,12461.0,LIBERTY ISD,146906,Spring 2026,3322.0,2145.0,64.56953642384106,False
Liberty-Eylau ISD,27390,2020-2024,Texas,45988.0,4905.0,LIBERTY-EYLAU ISD,019908,Spring 2026,2593.0,1489.0,57.423833397608945,False
Lindale ISD,27510,2020-2024,Texas,92838.0,11899.0,LINDALE ISD,212903,Spring 2026,6043.0,5249.0,86.86083071322192,False
Linden-Kildare CISD,27540,2020-2024,Texas,52616.0,14622.0,LINDEN-KILDARE CISD,034905,Spring 2026,737.0,474.0,64.31478968792402,False
Lindsay ISD,27570,2020-2024,Texas,104423.0,20922.0,LINDSAY ISD,049907,Spring 2026,693.0,599.0,86.43578643578643,False
Lingleville ISD,27600,2020-2024,Texas,78333.0,14380.0,LINGLEVILLE ISD,072909,Spring 2026,363.0,273.0,75.20661157024794,False
Lipan ISD,27630,2020-2024,Texas,90601.0,8456.0,LIPAN ISD,111902,Spring 2026,648.0,514.0,79.32098765432099,False
Little Cypress-Mauriceville CISD,27690,2020-2024,Texas,78503.0,12030.0,LITTLE CYPRESS-MAURICEVILLE CISD,181908,Spring 2026,4631.0,3258.0,70.35197581515872,False
Little Elm ISD,27720,2020-2024,Texas,122225.0,8060.0,LITTLE ELM ISD,061914,Spring 2026,9055.0,6378.0,70.43622308117062,False
Littlefield ISD,27750,2020-2024,Texas,60145.0,7156.0,LITTLEFIELD ISD,140904,Spring 2026,1498.0,1112.0,74.23230974632844,False
Livingston ISD,27780,2020-2024,Texas,63607.0,6529.0,LIVINGSTON ISD,187907,Spring 2026,5473.0,3925.0,71.71569523113466,False
Llano ISD,27810,2020-2024,Texas,71798.0,8756.0,LLANO ISD,150901,Spring 2026,2541.0,1882.0,74.06532861078315,False
Lockhart ISD,27870,2020-2024,Texas,76224.0,5952.0,LOCKHART ISD,028902,Spring 2026,9178.0,6205.0,67.60732185661365,False
Lockney ISD,27890,2020-2024,Texas,61639.0,6781.0,LOCKNEY ISD,077902,Spring 2026,514.0,315.0,61.284046692607006,False
Lohn ISD,27930,2020-2024,Texas,68750.0,22608.0,LOHN ISD,160905,Spring 2026,154.0,117.0,75.97402597402598,False
Lometa ISD,27960,2020-2024,Texas,74038.0,11335.0,LOMETA ISD,141902,Spring 2026,398.0,230.0,57.78894472361809,False
London ISD,27990,2020-2024,Texas,179913.0,30981.0,LONDON ISD,178906,Spring 2026,2795.0,2516.0,90.01788908765653,False
Lone Oak ISD,28020,2020-2024,Texas,102557.0,28530.0,LONE OAK ISD,116906,Spring 2026,1461.0,1169.0,80.01368925393567,False
Longview ISD,28110,2020-2024,Texas,61669.0,3661.0,LONGVIEW ISD,092903,Spring 2026,10153.0,7921.0,78.01634984733576,False
Loop ISD,28140,2020-2024,Texas,62917.0,43644.0,LOOP ISD,083902,Spring 2026,192.0,166.0,86.45833333333334,False
Loraine ISD,28170,2020-2024,Texas,52188.0,15726.0,LORAINE ISD,168902,Spring 2026,173.0,104.0,60.115606936416185,False
Lorena ISD,28200,2020-2024,Texas,104000.0,13129.0,LORENA ISD,161907,Spring 2026,2416.0,2113.0,87.45860927152319,False
Lorenzo ISD,28230,2020-2024,Texas,57813.0,29224.0,LORENZO ISD,054902,Spring 2026,250.0,132.0,52.8,False
Los Fresnos CISD,28290,2020-2024,Texas,69593.0,5023.0,LOS FRESNOS CISD,031906,Spring 2026,12347.0,9512.0,77.03895683161902,False
Louise ISD,28350,2020-2024,Texas,74500.0,30405.0,LOUISE ISD,241906,Spring 2026,649.0,540.0,83.20493066255779,False
Lovejoy ISD,28380,2020-2024,Texas,181170.0,30114.0,LOVEJOY ISD,043919,Spring 2026,5395.0,5159.0,95.62557924003708,False
Lovelady ISD,28410,2020-2024,Texas,67031.0,18199.0,LOVELADY ISD,113903,Spring 2026,666.0,558.0,83.78378378378379,False
Lubbock ISD,28500,2020-2024,Texas,53614.0,2024.0,LUBBOCK ISD,152901,Spring 2026,28682.0,20617.0,71.88131929433094,False
Lubbock-Cooper ISD,15180,2020-2024,Texas,109087.0,7884.0,LUBBOCK-COOPER ISD,152906,Spring 2026,10918.0,9103.0,83.37607620443305,False
Lueders-Avoca ISD,28530,2020-2024,Texas,83056.0,31063.0,LUEDERS-AVOCA ISD,127905,Spring 2026,113.0,71.0,62.83185840707964,False
Lufkin ISD,28550,2020-2024,Texas,58102.0,4382.0,LUFKIN ISD,003903,Spring 2026,9018.0,5955.0,66.03459747172322,False
Luling ISD,28590,2020-2024,Texas,58684.0,5407.0,LULING ISD,028903,Spring 2026,1909.0,1376.0,72.07962283918282,False
Lumberton ISD,13530,2020-2024,Texas,98812.0,9473.0,LUMBERTON ISD,100907,Spring 2026,5485.0,4334.0,79.0154968094804,False
Lyford CISD,28620,2020-2024,Texas,43954.0,18061.0,LYFORD CISD,245902,Spring 2026,1695.0,1180.0,69.6165191740413,False
Lytle ISD,28650,2020-2024,Texas,71696.0,19932.0,LYTLE ISD,007904,Spring 2026,2525.0,1662.0,65.82178217821783,False
Mabank ISD,28680,2020-2024,Texas,62913.0,4658.0,MABANK ISD,129905,Spring 2026,5348.0,4144.0,77.4869109947644,False
Madisonville CISD,28710,2020-2024,Texas,69704.0,6467.0,MADISONVILLE CISD,154901,Spring 2026,2974.0,2421.0,81.40551445864156,False
Magnolia ISD,28740,2020-2024,Texas,107283.0,8534.0,MAGNOLIA ISD,170906,Spring 2026,20444.0,16227.0,79.3729211504598,False
Malakoff ISD,28780,2020-2024,Texas,68269.0,8885.0,MALAKOFF ISD,107906,Spring 2026,1943.0,1557.0,80.13381369016984,False
Malone ISD,28800,2020-2024,Texas,56250.0,24213.0,MALONE ISD,109908,Spring 2026,66.0,25.0,37.878787878787875,False
Malta ISD,28830,2020-2024,Texas,88333.0,19181.0,MALTA ISD,019910,Spring 2026,146.0,125.0,85.61643835616438,False
Manor ISD,28890,2020-2024,Texas,97415.0,7159.0,MANOR ISD,227907,Spring 2026,12818.0,6603.0,51.513496645342485,False
Mansfield ISD,28920,2020-2024,Texas,113158.0,3716.0,MANSFIELD ISD,220908,Spring 2026,47346.0,38164.0,80.60659823427534,False
Marathon ISD,28980,2020-2024,Texas,46019.0,8193.0,MARATHON ISD,022902,Spring 2026,51.0,14.0,27.450980392156865,False
Marble Falls ISD,29010,2020-2024,Texas,75649.0,6586.0,MARBLE FALLS ISD,027904,Spring 2026,5265.0,3638.0,69.09781576448243,False
Marfa ISD,29040,2020-2024,Texas,45641.0,8108.0,MARFA ISD,189901,Spring 2026,248.0,168.0,67.74193548387096,False
